time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps
5.804,0.595,0.4289,-0.1661,-0.092
5.854,0.5904,0.4289,-0.1615,-0.092
5.904,0.5863,0.4289,-0.1574,-0.092
5.954,0.5823,0.4289,-0.1534,-0.09
6.004,0.5782,0.4289,-0.1493,-0.082
6.054,0.5731,0.4289,-0.1442,-0.082
6.104,0.5687,0.4289,-0.1398,-0.082
6.154,0.5641,0.4289,-0.1352,-0.088
6.204,0.5605,0.4289,-0.1316,-0.082
6.254,0.5563,0.4289,-0.1274,-0.084
6.304,0.5523,0.4289,-0.1234,-0.082
6.354,0.5478,0.4289,-0.1189,-0.084
6.404,0.5438,0.4289,-0.1149,-0.084
6.454,0.5402,0.4289,-0.1113,-0.084
6.504,0.5355,0.4289,-0.1066,-0.084
6.554,0.5324,0.4289,-0.1035,-0.08
6.604,0.529,0.4289,-0.1001,-0.08
6.654,0.525,0.4289,-0.0961,-0.08
6.704,0.522,0.4289,-0.0931,-0.08
6.754,0.5186,0.4289,-0.0897,-0.072
6.804,0.5154,0.4289,-0.0865,-0.068
6.854,0.5121,0.4289,-0.0832,-0.068
6.904,0.5096,0.4289,-0.0807,-0.066
6.954,0.5062,0.4289,-0.0773,-0.066
7.004,0.5036,0.4289,-0.0747,-0.066
7.054,0.5009,0.4289,-0.072,-0.064
7.104,0.4985,0.4289,-0.0696,-0.06
7.154,0.4958,0.4289,-0.0669,-0.054
7.204,0.493,0.4289,-0.0641,-0.054
7.254,0.4908,0.4289,-0.0619,-0.054
7.304,0.4891,0.4289,-0.0602,-0.052
7.354,0.487,0.4289,-0.0581,-0.052
7.404,0.4849,0.4289,-0.056,-0.048
7.454,0.4832,0.4289,-0.0543,-0.044
7.504,0.4806,0.4289,-0.0517,-0.044
7.554,0.4795,0.4289,-0.0506,-0.042
7.604,0.4774,0.4289,-0.0485,-0.042
7.654,0.4757,0.4289,-0.0468,-0.042
7.704,0.475,0.4289,-0.0461,-0.034
7.754,0.4737,0.4289,-0.0448,-0.034
7.804,0.4721,0.4289,-0.0432,-0.034
7.854,0.4714,0.4289,-0.0425,-0.032
7.904,0.4705,0.4289,-0.0416,-0.026
7.954,0.4692,0.4289,-0.0403,-0.026
8.004,0.469,0.4289,-0.0401,-0.026
8.054,0.4676,0.4289,-0.0387,-0.026
8.104,0.4673,0.4289,-0.0384,-0.018
8.154,0.4668,0.4289,-0.0379,-0.018
8.204,0.4655,0.4289,-0.0366,-0.018
8.254,0.4639,0.4289,-0.035,-0.018
8.304,0.4636,0.4289,-0.0347,-0.018
8.354,0.4627,0.4289,-0.0338,-0.018
8.404,0.4612,0.4289,-0.0323,-0.018
8.454,0.4612,0.4289,-0.0323,-0.018
8.504,0.4602,0.4289,-0.0313,-0.018
8.554,0.4589,0.4289,-0.03,-0.02
8.604,0.4581,0.4289,-0.0292,-0.02
8.654,0.457,0.4289,-0.0281,-0.02
8.704,0.4557,0.4289,-0.0268,-0.02
8.754,0.4551,0.4289,-0.0262,-0.02
8.804,0.4539,0.4289,-0.025,-0.022
8.854,0.4534,0.4289,-0.0245,-0.02
8.904,0.4522,0.4289,-0.0233,-0.022
8.954,0.4509,0.4289,-0.022,-0.024
9.004,0.4495,0.4289,-0.0206,-0.024
9.054,0.4484,0.4289,-0.0195,-0.024
9.104,0.447,0.4289,-0.0181,-0.024
9.154,0.4454,0.4289,-0.0165,-0.024
9.204,0.4444,0.4289,-0.0155,-0.024
9.254,0.4431,0.4289,-0.0142,-0.026
9.304,0.4412,0.4289,-0.0123,-0.026
9.354,0.4391,0.4289,-0.0102,-0.028
9.404,0.438,0.4289,-0.0091,-0.028
9.454,0.4356,0.4289,-0.0067,-0.028
9.504,0.4343,0.4289,-0.0054,-0.028
9.554,0.4329,0.4289,-0.004,-0.028
9.604,0.4306,0.4289,-0.0017,-0.028
9.654,0.4292,0.4289,-0.0003,-0.028
9.704,0.4269,0.4289,0.002,-0.038
9.754,0.4253,0.4289,0.0036,-0.032
9.804,0.4235,0.4289,0.0054,-0.032
9.854,0.4217,0.4289,0.0072,-0.036
9.904,0.4201,0.4289,0.0088,-0.032
9.954,0.4186,0.4289,0.0103,-0.032
10.004,0.4165,0.4289,0.0124,-0.036
10.054,0.4149,0.4289,0.014,-0.032
10.104,0.4134,0.4289,0.0155,-0.032
10.154,0.4119,0.4289,0.017,-0.032
10.204,0.4108,0.4289,0.0181,-0.032
10.254,0.4085,0.4289,0.0204,-0.032
10.304,0.408,0.4289,0.0209,-0.03
10.354,0.407,0.4289,0.0219,-0.03
10.404,0.4052,0.4289,0.0237,-0.03
10.454,0.4043,0.4289,0.0246,-0.03
10.504,0.4036,0.4289,0.0253,-0.022
10.554,0.4025,0.4289,0.0264,-0.022
10.604,0.4021,0.4289,0.0268,-0.02
10.654,0.4013,0.4289,0.0276,-0.018
10.704,0.401,0.4289,0.0279,-0.016
10.754,0.401,0.4289,0.0279,-0.016
10.804,0.4009,0.4289,0.028,-0.014
10.854,0.4009,0.4289,0.028,-0.008
10.904,0.4009,0.4289,0.028,-0.006
10.954,0.4009,0.4289,0.028,-0.002
11.004,0.4009,0.4289,0.028,0.0
11.054,0.4009,0.4289,0.028,0.0
11.104,0.401,0.4289,0.0279,0.0
11.154,0.4011,0.4289,0.0278,0.0
11.204,0.4015,0.4289,0.0274,0.0
11.254,0.4019,0.4289,0.027,0.0
11.304,0.4023,0.4289,0.0266,0.002
11.354,0.4023,0.4289,0.0266,0.002
11.404,0.403,0.4289,0.0259,0.002
11.454,0.4034,0.4289,0.0255,0.008
11.504,0.404,0.4289,0.0249,0.008
11.554,0.4041,0.4289,0.0248,0.008
11.604,0.4044,0.4289,0.0245,0.008
11.654,0.4044,0.4289,0.0245,0.008
11.704,0.4057,0.4289,0.0232,0.008
11.754,0.4057,0.4289,0.0232,0.006
11.804,0.406,0.4289,0.0229,0.006
11.854,0.4064,0.4289,0.0225,0.006
11.904,0.4067,0.4289,0.0222,0.006
11.954,0.4068,0.4289,0.0221,0.006
12.004,0.4068,0.4289,0.0221,0.006
12.055,0.4068,0.4289,0.0221,0.002
12.104,0.4068,0.4289,0.0221,0.002
12.154,0.4068,0.4289,0.0221,0.0
12.204,0.4068,0.4289,0.0221,0.0
12.254,0.4068,0.4289,0.0221,0.0
12.304,0.4067,0.4289,0.0222,0.0
12.354,0.4065,0.4289,0.0224,0.0
12.404,0.4064,0.4289,0.0225,0.0
12.454,0.4061,0.4289,0.0228,0.0
12.504,0.4058,0.4289,0.0231,-0.002
12.554,0.4057,0.4289,0.0232,-0.002
12.604,0.4054,0.4289,0.0235,-0.002
12.654,0.4046,0.4289,0.0243,-0.004
12.704,0.4043,0.4289,0.0246,-0.006
12.754,0.4041,0.4289,0.0248,-0.006
12.804,0.4037,0.4289,0.0252,-0.006
12.854,0.4037,0.4289,0.0252,-0.006
12.904,0.4032,0.4289,0.0257,-0.006
12.954,0.4031,0.4289,0.0258,-0.006
13.004,0.4029,0.4289,0.026,-0.006
13.054,0.4025,0.4289,0.0264,-0.006
13.104,0.4024,0.4289,0.0265,-0.004
13.154,0.4024,0.4289,0.0265,-0.004
13.204,0.4024,0.4289,0.0265,-0.002
13.254,0.4024,0.4289,0.0265,-0.002
13.304,0.4024,0.4289,0.0265,-0.002
13.354,0.4024,0.4289,0.0265,0.0
13.404,0.4024,0.4289,0.0265,0.0
13.454,0.4025,0.4289,0.0264,0.0
13.504,0.4027,0.4289,0.0262,0.0
13.554,0.4029,0.4289,0.026,0.0
13.604,0.4031,0.4289,0.0258,0.0
13.654,0.4037,0.4289,0.0252,0.002
13.704,0.4042,0.4289,0.0247,0.004
13.754,0.4046,0.4289,0.0243,0.004
13.804,0.405,0.4289,0.0239,0.004
13.854,0.4052,0.4289,0.0237,0.004
13.904,0.4064,0.4289,0.0225,0.008
13.954,0.4069,0.4289,0.022,0.008
14.004,0.4073,0.4289,0.0216,0.008
14.056,0.4081,0.4289,0.0208,0.01
14.105,0.4086,0.4289,0.0203,0.01
14.155,0.4089,0.4289,0.02,0.008
14.205,0.4101,0.4289,0.0188,0.01
14.255,0.4104,0.4289,0.0185,0.01
14.305,0.4113,0.4289,0.0176,0.0102
14.355,0.4123,0.4289,0.0166,0.0102
14.405,0.4131,0.4289,0.0158,0.0154
14.455,0.4134,0.4289,0.0155,0.0154
14.505,0.4145,0.4289,0.0144,0.016
14.555,0.4148,0.4289,0.0141,0.016
14.605,0.4159,0.4289,0.013,0.018
14.655,0.4167,0.4289,0.0122,0.016
14.705,0.417,0.4289,0.0119,0.016
14.755,0.418,0.4289,0.0109,0.016
14.805,0.4182,0.4289,0.0107,0.016
14.855,0.4186,0.4289,0.0103,0.008
14.905,0.4191,0.4289,0.0098,0.01
14.955,0.4194,0.4289,0.0095,0.008
15.005,0.4195,0.4289,0.0094,0.008
15.055,0.4205,0.4289,0.0084,0.008
15.105,0.4205,0.4289,0.0084,0.006
15.155,0.4211,0.4289,0.0078,0.008
15.205,0.4211,0.4289,0.0078,0.006
15.255,0.4214,0.4289,0.0075,0.006
15.305,0.422,0.4289,0.0069,0.006
15.355,0.4221,0.4289,0.0068,0.006
15.405,0.4222,0.4289,0.0067,0.002
15.455,0.4224,0.4289,0.0065,0.004
15.505,0.4224,0.4289,0.0065,0.002
15.555,0.4224,0.4289,0.0065,0.002
15.605,0.4224,0.4289,0.0065,0.002
15.655,0.4224,0.4289,0.0065,0.002
15.705,0.4224,0.4289,0.0065,0.0
15.755,0.4223,0.4289,0.0066,0.0
15.805,0.4222,0.4289,0.0067,0.0
15.855,0.4222,0.4289,0.0067,0.0
15.905,0.4222,0.4289,0.0067,0.0
15.955,0.4222,0.4289,0.0067,0.0
16.005,0.4221,0.4289,0.0068,0.0
16.057,0.422,0.4289,0.0069,0.0
16.106,0.4219,0.4289,0.007,-0.0019
16.156,0.4218,0.4289,0.0071,-0.002
16.206,0.4218,0.4289,0.0071,-0.0019
16.256,0.4217,0.4289,0.0072,-0.0019
16.306,0.4216,0.4289,0.0073,-0.002
16.356,0.4215,0.4289,0.0074,-0.002
16.406,0.4213,0.4289,0.0076,-0.002
16.456,0.4212,0.4289,0.0077,-0.002
16.506,0.4209,0.4289,0.008,-0.002
16.556,0.4209,0.4289,0.008,-0.002
16.606,0.4209,0.4289,0.008,-0.002
16.656,0.4205,0.4289,0.0084,-0.002
16.706,0.4205,0.4289,0.0084,-0.002
16.756,0.4205,0.4289,0.0084,-0.002
16.806,0.4205,0.4289,0.0084,0.0
16.856,0.4205,0.4289,0.0084,0.0
16.906,0.4205,0.4289,0.0084,0.0
16.956,0.4205,0.4289,0.0084,0.0
17.006,0.4205,0.4289,0.0084,0.0
17.056,0.4205,0.4289,0.0084,0.0
17.106,0.4206,0.4289,0.0083,0.0
17.156,0.4211,0.4289,0.0078,0.0
17.206,0.4212,0.4289,0.0077,0.0
17.256,0.4216,0.4289,0.0073,0.0
17.306,0.422,0.4289,0.0069,0.002
17.356,0.4221,0.4289,0.0068,0.002
17.406,0.4224,0.4289,0.0065,0.002
17.456,0.4224,0.4289,0.0065,0.002
17.506,0.4229,0.4289,0.006,0.006
17.556,0.4234,0.4289,0.0055,0.008
17.606,0.4237,0.4289,0.0052,0.006
17.656,0.4238,0.4289,0.0051,0.006
17.706,0.4249,0.4289,0.004,0.006
17.756,0.4252,0.4289,0.0037,0.006
17.806,0.4257,0.4289,0.0032,0.006
17.856,0.4263,0.4289,0.0026,0.01
17.906,0.4265,0.4289,0.0024,0.01
17.956,0.4277,0.4289,0.0012,0.01
18.006,0.4284,0.4289,0.0005,0.01
18.058,0.4289,0.4289,0.0,0.01
18.107,0.4301,0.4289,-0.0012,0.012
18.157,0.4305,0.4289,-0.0016,0.01
18.207,0.4305,0.4289,-0.0016,0.01
18.257,0.432,0.4289,-0.0031,0.012
18.307,0.4327,0.4289,-0.0038,0.014
18.357,0.4334,0.4289,-0.0045,0.014
18.407,0.4341,0.4289,-0.0052,0.014
18.457,0.4344,0.4289,-0.0055,0.014
18.507,0.4347,0.4289,-0.0058,0.014
18.557,0.4355,0.4289,-0.0066,0.014
18.607,0.4359,0.4289,-0.007,0.014
18.657,0.4363,0.4289,-0.0074,0.014
18.707,0.4369,0.4289,-0.008,0.012
18.757,0.4371,0.4289,-0.0082,0.008
18.807,0.4371,0.4289,-0.0082,0.008
18.857,0.4371,0.4289,-0.0082,0.006
18.907,0.4371,0.4289,-0.0082,0.006
18.957,0.4371,0.4289,-0.0082,0.004
19.007,0.4371,0.4289,-0.0082,0.0
19.057,0.4371,0.4289,-0.0082,0.0
19.107,0.4369,0.4289,-0.008,0.0
19.157,0.4367,0.4289,-0.0078,0.0
19.207,0.4362,0.4289,-0.0073,0.0
19.257,0.4362,0.4289,-0.0073,0.0
19.307,0.4355,0.4289,-0.0066,0.0
19.357,0.4353,0.4289,-0.0064,-0.004
19.407,0.435,0.4289,-0.0061,-0.004
19.457,0.4343,0.4289,-0.0054,-0.004
19.507,0.4339,0.4289,-0.005,-0.006
19.557,0.4328,0.4289,-0.0039,-0.008
19.607,0.4315,0.4289,-0.0026,-0.01
19.657,0.4306,0.4289,-0.0017,-0.014
19.707,0.4305,0.4289,-0.0016,-0.014
19.757,0.4297,0.4289,-0.0008,-0.014
19.807,0.4294,0.4289,-0.0005,-0.014
19.857,0.4283,0.4289,0.0006,-0.016
19.907,0.4275,0.4289,0.0014,-0.016
19.957,0.4269,0.4289,0.002,-0.016
20.007,0.4268,0.4289,0.0021,-0.016
20.059,0.4261,0.4289,0.0028,-0.0135
20.108,0.4259,0.4289,0.003,-0.012
20.158,0.4259,0.4289,0.003,-0.012
20.208,0.4259,0.4289,0.003,-0.006
20.258,0.4259,0.4289,0.003,-0.0041
20.308,0.4259,0.4289,0.003,-0.002
20.358,0.4259,0.4289,0.003,0.0
20.408,0.4259,0.4289,0.003,0.0
20.458,0.4259,0.4289,0.003,0.0
20.508,0.4259,0.4289,0.003,0.0
20.558,0.4259,0.4289,0.003,0.0
20.608,0.4259,0.4289,0.003,0.0
20.658,0.426,0.4289,0.0029,0.0
20.708,0.4267,0.4289,0.0022,0.0
20.758,0.4271,0.4289,0.0018,0.0
20.808,0.4278,0.4289,0.0011,0.0
20.858,0.4284,0.4289,0.0005,0.002
20.908,0.4286,0.4289,0.0003,0.004
20.958,0.4297,0.4289,-0.0008,0.008
21.008,0.4302,0.4289,-0.0013,0.01
21.058,0.4303,0.4289,-0.0014,0.01
21.108,0.4315,0.4289,-0.0026,0.012
21.158,0.4321,0.4289,-0.0032,0.012
21.208,0.433,0.4289,-0.0041,0.012
21.258,0.4343,0.4289,-0.0054,0.012
21.308,0.4344,0.4289,-0.0055,0.012
21.358,0.4352,0.4289,-0.0063,0.016
21.408,0.4357,0.4289,-0.0068,0.012
21.458,0.4366,0.4289,-0.0077,0.016
21.508,0.4369,0.4289,-0.008,0.016
21.558,0.4383,0.4289,-0.0094,0.016
21.608,0.4383,0.4289,-0.0094,0.016
21.658,0.4387,0.4289,-0.0098,0.01
21.708,0.439,0.4289,-0.0101,0.008
21.758,0.4391,0.4289,-0.0102,0.008
21.808,0.4393,0.4289,-0.0104,0.006
21.858,0.4393,0.4289,-0.0104,0.006
21.908,0.4393,0.4289,-0.0104,0.004
21.958,0.4393,0.4289,-0.0104,0.002
22.008,0.4393,0.4289,-0.0104,0.0
22.06,0.4393,0.4289,-0.0104,0.0
22.109,0.4393,0.4289,-0.0104,0.0
22.159,0.4393,0.4289,-0.0104,0.0
22.209,0.439,0.4289,-0.0101,0.0
22.259,0.4385,0.4289,-0.0096,0.0
22.309,0.4384,0.4289,-0.0095,0.0
22.359,0.4381,0.4289,-0.0092,0.0
22.409,0.4368,0.4289,-0.0079,-0.002
22.459,0.4366,0.4289,-0.0077,-0.004
22.509,0.4358,0.4289,-0.0069,-0.006
22.559,0.4351,0.4289,-0.0062,-0.006
22.609,0.4345,0.4289,-0.0056,-0.01
22.659,0.4343,0.4289,-0.0054,-0.01
22.709,0.4331,0.4289,-0.0042,-0.012
22.759,0.4328,0.4289,-0.0039,-0.012
22.809,0.4322,0.4289,-0.0033,-0.012
22.859,0.4311,0.4289,-0.0022,-0.012
22.909,0.431,0.4289,-0.0021,-0.012
22.959,0.431,0.4289,-0.0021,-0.012
23.009,0.4309,0.4289,-0.002,-0.006
23.059,0.4307,0.4289,-0.0018,-0.004
23.109,0.4307,0.4289,-0.0018,-0.004
23.159,0.4305,0.4289,-0.0016,-0.004
23.209,0.4305,0.4289,-0.0016,-0.002
23.259,0.4305,0.4289,-0.0016,-0.002
23.309,0.4305,0.4289,-0.0016,0.0
23.359,0.4305,0.4289,-0.0016,0.0
23.409,0.4305,0.4289,-0.0016,0.0
23.459,0.4309,0.4289,-0.002,0.0
23.509,0.4309,0.4289,-0.002,0.0
23.559,0.4312,0.4289,-0.0023,0.0
23.609,0.432,0.4289,-0.0031,0.0
23.659,0.432,0.4289,-0.0031,0.0
23.709,0.4326,0.4289,-0.0037,0.0
23.759,0.4337,0.4289,-0.0048,0.006
23.809,0.4338,0.4289,-0.0049,0.006
23.859,0.4346,0.4289,-0.0057,0.008
23.909,0.4352,0.4289,-0.0063,0.012
23.959,0.4357,0.4289,-0.0068,0.012
24.009,0.4362,0.4289,-0.0073,0.012
24.061,0.4375,0.4289,-0.0086,0.012
24.11,0.4385,0.4289,-0.0096,0.012
24.16,0.4392,0.4289,-0.0103,0.014
24.21,0.4399,0.4289,-0.011,0.014
24.26,0.4408,0.4289,-0.0119,0.014
24.31,0.4414,0.4289,-0.0125,0.014
24.36,0.4415,0.4289,-0.0126,0.014
24.41,0.4423,0.4289,-0.0134,0.014
24.46,0.4428,0.4289,-0.0139,0.014
24.51,0.444,0.4289,-0.0151,0.014
24.56,0.4443,0.4289,-0.0154,0.014
24.61,0.4443,0.4289,-0.0154,0.012
24.66,0.445,0.4289,-0.0161,0.012
24.71,0.4455,0.4289,-0.0166,0.01
24.76,0.4462,0.4289,-0.0173,0.01
24.81,0.4468,0.4289,-0.0179,0.012
24.86,0.447,0.4289,-0.0181,0.01
24.91,0.4471,0.4289,-0.0182,0.01
24.96,0.4475,0.4289,-0.0186,0.008
25.01,0.4477,0.4289,-0.0188,0.008
25.06,0.448,0.4289,-0.0191,0.008
25.11,0.4486,0.4289,-0.0197,0.008
25.16,0.4488,0.4289,-0.0199,0.006
25.21,0.4496,0.4289,-0.0207,0.006
25.26,0.4499,0.4289,-0.021,0.006
25.31,0.4504,0.4289,-0.0215,0.006
25.36,0.4505,0.4289,-0.0216,0.006
25.41,0.4505,0.4289,-0.0216,0.006
25.46,0.4521,0.4289,-0.0232,0.006
25.51,0.4522,0.4289,-0.0233,0.006
25.56,0.4528,0.4289,-0.0239,0.006
25.61,0.4535,0.4289,-0.0246,0.01
25.66,0.4535,0.4289,-0.0246,0.006
25.71,0.4538,0.4289,-0.0249,0.006
25.76,0.4544,0.4289,-0.0255,0.006
25.81,0.4547,0.4289,-0.0258,0.006
25.86,0.4549,0.4289,-0.026,0.006
25.91,0.455,0.4289,-0.0261,0.006
25.96,0.455,0.4289,-0.0261,0.006
26.01,0.455,0.4289,-0.0261,0.004
26.062,0.455,0.4289,-0.0261,0.002
26.111,0.455,0.4289,-0.0261,0.002
26.161,0.455,0.4289,-0.0261,0.0
26.211,0.455,0.4289,-0.0261,0.0
26.261,0.4549,0.4289,-0.026,0.0
26.311,0.4546,0.4289,-0.0257,0.0
26.361,0.4532,0.4289,-0.0243,0.0
