time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
5.554,0.6182,0.4289,-0.1893,-0.096,50.0
5.604,0.6131,0.4289,-0.1842,-0.096,56.4697265625
5.654,0.6077,0.4289,-0.1788,-0.102,58.43048095703125
5.704,0.6036,0.4289,-0.1747,-0.102,59.60693359375
5.754,0.599,0.4289,-0.1701,-0.092,61.9598388671875
5.804,0.595,0.4289,-0.1661,-0.092,64.70489501953125
5.854,0.5904,0.4289,-0.1615,-0.092,69.41070556640625
5.904,0.5863,0.4289,-0.1574,-0.092,78.03802490234375
5.954,0.5823,0.4289,-0.1534,-0.09,80.7830810546875
6.004,0.5782,0.4289,-0.1493,-0.082,80.7830810546875
6.054,0.5731,0.4289,-0.1442,-0.082,70.19500732421875
6.104,0.5687,0.4289,-0.1398,-0.082,50.0
6.154,0.5641,0.4289,-0.1352,-0.088,50.0
6.204,0.5605,0.4289,-0.1316,-0.082,50.0
6.254,0.5563,0.4289,-0.1274,-0.084,50.0
6.304,0.5523,0.4289,-0.1234,-0.082,50.0
6.354,0.5478,0.4289,-0.1189,-0.084,21.1761474609375
6.404,0.5438,0.4289,-0.1149,-0.084,12.15667724609375
6.454,0.5402,0.4289,-0.1113,-0.084,12.15667724609375
6.504,0.5355,0.4289,-0.1066,-0.084,18.0389404296875
6.554,0.5324,0.4289,-0.1035,-0.08,26.666259765625
6.604,0.529,0.4289,-0.1001,-0.08,38.4307861328125
6.654,0.525,0.4289,-0.0961,-0.08,50.0
6.704,0.522,0.4289,-0.0931,-0.08,50.0
6.754,0.5186,0.4289,-0.0897,-0.072,50.0
6.804,0.5154,0.4289,-0.0865,-0.068,50.0
6.854,0.5121,0.4289,-0.0832,-0.068,50.0
6.904,0.5096,0.4289,-0.0807,-0.066,50.0
6.954,0.5062,0.4289,-0.0773,-0.066,56.07757568359375
7.004,0.5036,0.4289,-0.0747,-0.066,56.86187744140625
7.054,0.5009,0.4289,-0.072,-0.064,50.0
7.104,0.4985,0.4289,-0.0696,-0.06,50.0
7.154,0.4958,0.4289,-0.0669,-0.054,50.0
7.204,0.493,0.4289,-0.0641,-0.054,50.0
7.254,0.4908,0.4289,-0.0619,-0.054,50.0
7.304,0.4891,0.4289,-0.0602,-0.052,50.0
7.354,0.487,0.4289,-0.0581,-0.052,50.0
7.404,0.4849,0.4289,-0.056,-0.048,50.0
7.454,0.4832,0.4289,-0.0543,-0.044,50.0
7.504,0.4806,0.4289,-0.0517,-0.044,50.0
7.554,0.4795,0.4289,-0.0506,-0.042,50.0
7.604,0.4774,0.4289,-0.0485,-0.042,50.0
7.654,0.4757,0.4289,-0.0468,-0.042,50.0
7.704,0.475,0.4289,-0.0461,-0.034,32.940673828125
7.754,0.4737,0.4289,-0.0448,-0.034,17.254638671875
7.804,0.4721,0.4289,-0.0432,-0.034,17.254638671875
7.854,0.4714,0.4289,-0.0425,-0.032,17.254638671875
7.904,0.4705,0.4289,-0.0416,-0.026,17.254638671875
7.954,0.4692,0.4289,-0.0403,-0.026,23.529052734375
8.004,0.469,0.4289,-0.0401,-0.026,31.3720703125
8.054,0.4676,0.4289,-0.0387,-0.026,40.39154052734375
8.104,0.4673,0.4289,-0.0384,-0.018,50.0
8.154,0.4668,0.4289,-0.0379,-0.018,50.0
8.204,0.4655,0.4289,-0.0366,-0.018,50.0
8.254,0.4639,0.4289,-0.035,-0.018,50.0
8.304,0.4636,0.4289,-0.0347,-0.018,50.0
8.354,0.4627,0.4289,-0.0338,-0.018,50.0
8.404,0.4612,0.4289,-0.0323,-0.018,50.0
8.454,0.4612,0.4289,-0.0323,-0.018,63.13629150390625
8.504,0.4602,0.4289,-0.0313,-0.018,68.2342529296875
8.554,0.4589,0.4289,-0.03,-0.02,70.587158203125
8.604,0.4581,0.4289,-0.0292,-0.02,72.9400634765625
8.654,0.457,0.4289,-0.0281,-0.02,75.68511962890625
8.704,0.4557,0.4289,-0.0268,-0.02,72.54791259765625
8.754,0.4551,0.4289,-0.0262,-0.02,63.13629150390625
8.804,0.4539,0.4289,-0.025,-0.022,56.86187744140625
8.854,0.4534,0.4289,-0.0245,-0.02,59.60693359375
8.904,0.4522,0.4289,-0.0233,-0.022,70.19500732421875
8.954,0.4509,0.4289,-0.022,-0.024,72.15576171875
9.004,0.4495,0.4289,-0.0206,-0.024,61.175537109375
9.054,0.4484,0.4289,-0.0195,-0.024,50.0
9.104,0.447,0.4289,-0.0181,-0.024,50.0
9.154,0.4454,0.4289,-0.0165,-0.024,50.0
9.204,0.4444,0.4289,-0.0155,-0.024,50.0
9.254,0.4431,0.4289,-0.0142,-0.026,50.0
9.304,0.4412,0.4289,-0.0123,-0.026,50.0
9.354,0.4391,0.4289,-0.0102,-0.028,50.0
9.404,0.438,0.4289,-0.0091,-0.028,50.0
9.454,0.4356,0.4289,-0.0067,-0.028,50.0
9.504,0.4343,0.4289,-0.0054,-0.028,50.0
9.554,0.4329,0.4289,-0.004,-0.028,50.0
9.604,0.4306,0.4289,-0.0017,-0.028,50.0
9.654,0.4292,0.4289,-0.0003,-0.028,50.0
9.704,0.4269,0.4289,0.002,-0.038,50.0
9.754,0.4253,0.4289,0.0036,-0.032,50.0
9.804,0.4235,0.4289,0.0054,-0.032,50.0
9.854,0.4217,0.4289,0.0072,-0.036,50.0
9.904,0.4201,0.4289,0.0088,-0.032,50.0
9.954,0.4186,0.4289,0.0103,-0.032,50.0
10.004,0.4165,0.4289,0.0124,-0.036,50.0
10.054,0.4149,0.4289,0.014,-0.032,50.0
10.104,0.4134,0.4289,0.0155,-0.032,50.0
10.154,0.4119,0.4289,0.017,-0.032,50.0
10.204,0.4108,0.4289,0.0181,-0.032,50.0
10.254,0.4085,0.4289,0.0204,-0.032,43.1365966796875
10.304,0.408,0.4289,0.0209,-0.03,38.4307861328125
10.354,0.407,0.4289,0.0219,-0.03,38.4307861328125
10.404,0.4052,0.4289,0.0237,-0.03,43.9208984375
10.454,0.4043,0.4289,0.0246,-0.03,50.0
10.504,0.4036,0.4289,0.0253,-0.022,50.0
10.554,0.4025,0.4289,0.0264,-0.022,50.0
10.604,0.4021,0.4289,0.0268,-0.02,50.0
10.654,0.4013,0.4289,0.0276,-0.018,50.0
10.704,0.401,0.4289,0.0279,-0.016,50.0
10.754,0.401,0.4289,0.0279,-0.016,50.0
10.804,0.4009,0.4289,0.028,-0.014,50.0
10.854,0.4009,0.4289,0.028,-0.008,50.0
10.904,0.4009,0.4289,0.028,-0.006,50.0
10.954,0.4009,0.4289,0.028,-0.002,50.0
11.004,0.4009,0.4289,0.028,0.0,50.0
11.054,0.4009,0.4289,0.028,0.0,50.0
11.104,0.401,0.4289,0.0279,0.0,50.0
11.154,0.4011,0.4289,0.0278,0.0,65.0970458984375
11.204,0.4015,0.4289,0.0274,0.0,69.41070556640625
11.254,0.4019,0.4289,0.027,0.0,57.64617919921875
11.304,0.4023,0.4289,0.0266,0.002,50.0
11.354,0.4023,0.4289,0.0266,0.002,50.0
11.404,0.403,0.4289,0.0259,0.002,50.0
11.454,0.4034,0.4289,0.0255,0.008,50.0
11.504,0.404,0.4289,0.0249,0.008,50.0
11.554,0.4041,0.4289,0.0248,0.008,56.07757568359375
11.604,0.4044,0.4289,0.0245,0.008,50.0
11.654,0.4044,0.4289,0.0245,0.008,50.0
11.704,0.4057,0.4289,0.0232,0.008,50.0
11.754,0.4057,0.4289,0.0232,0.006,50.0
11.804,0.406,0.4289,0.0229,0.006,50.0
11.854,0.4064,0.4289,0.0225,0.006,50.0
11.904,0.4067,0.4289,0.0222,0.006,50.0
11.954,0.4068,0.4289,0.0221,0.006,50.0
12.004,0.4068,0.4289,0.0221,0.006,50.0
12.055,0.4068,0.4289,0.0221,0.002,50.0
12.104,0.4068,0.4289,0.0221,0.002,50.0
12.154,0.4068,0.4289,0.0221,0.0,50.0
12.204,0.4068,0.4289,0.0221,0.0,50.0
12.254,0.4068,0.4289,0.0221,0.0,50.0
12.304,0.4067,0.4289,0.0222,0.0,50.0
12.354,0.4065,0.4289,0.0224,0.0,50.0
12.404,0.4064,0.4289,0.0225,0.0,50.0
12.454,0.4061,0.4289,0.0228,0.0,50.0
12.504,0.4058,0.4289,0.0231,-0.002,50.0
12.554,0.4057,0.4289,0.0232,-0.002,50.0
12.604,0.4054,0.4289,0.0235,-0.002,50.0
12.654,0.4046,0.4289,0.0243,-0.004,50.0
12.704,0.4043,0.4289,0.0246,-0.006,50.0
12.754,0.4041,0.4289,0.0248,-0.006,50.0
12.804,0.4037,0.4289,0.0252,-0.006,50.0
12.854,0.4037,0.4289,0.0252,-0.006,50.0
12.904,0.4032,0.4289,0.0257,-0.006,50.0
12.954,0.4031,0.4289,0.0258,-0.006,50.0
13.004,0.4029,0.4289,0.026,-0.006,50.0
13.054,0.4025,0.4289,0.0264,-0.006,50.0
13.104,0.4024,0.4289,0.0265,-0.004,57.2540283203125
13.154,0.4024,0.4289,0.0265,-0.004,57.2540283203125
13.204,0.4024,0.4289,0.0265,-0.002,50.0
13.254,0.4024,0.4289,0.0265,-0.002,50.0
13.304,0.4024,0.4289,0.0265,-0.002,50.0
13.354,0.4024,0.4289,0.0265,0.0,50.0
13.404,0.4024,0.4289,0.0265,0.0,43.52874755859375
13.454,0.4025,0.4289,0.0264,0.0,39.9993896484375
13.504,0.4027,0.4289,0.0262,0.0,50.0
13.554,0.4029,0.4289,0.026,0.0,50.0
13.604,0.4031,0.4289,0.0258,0.0,50.0
13.654,0.4037,0.4289,0.0252,0.002,42.352294921875
13.704,0.4042,0.4289,0.0247,0.004,7.843017578125
13.754,0.4046,0.4289,0.0243,0.004,14.9017333984375
13.804,0.405,0.4289,0.0239,0.004,50.0
13.854,0.4052,0.4289,0.0237,0.004,50.0
13.904,0.4064,0.4289,0.0225,0.008,50.0
13.954,0.4069,0.4289,0.022,0.008,50.0
14.004,0.4073,0.4289,0.0216,0.008,50.0
14.056,0.4081,0.4289,0.0208,0.01,50.0
14.105,0.4086,0.4289,0.0203,0.01,50.0
14.155,0.4089,0.4289,0.02,0.008,50.0
14.205,0.4101,0.4289,0.0188,0.01,50.0
14.255,0.4104,0.4289,0.0185,0.01,50.0
14.305,0.4113,0.4289,0.0176,0.0102,50.0
14.355,0.4123,0.4289,0.0166,0.0102,50.0
14.405,0.4131,0.4289,0.0158,0.0154,50.0
14.455,0.4134,0.4289,0.0155,0.0154,50.0
14.505,0.4145,0.4289,0.0144,0.016,31.76422119140625
14.555,0.4148,0.4289,0.0141,0.016,3.13720703125
14.605,0.4159,0.4289,0.013,0.018,9.41162109375
14.655,0.4167,0.4289,0.0122,0.016,39.9993896484375
14.705,0.417,0.4289,0.0119,0.016,50.0
14.755,0.418,0.4289,0.0109,0.016,50.0
14.805,0.4182,0.4289,0.0107,0.016,50.0
14.855,0.4186,0.4289,0.0103,0.008,50.0
14.905,0.4191,0.4289,0.0098,0.01,50.0
14.955,0.4194,0.4289,0.0095,0.008,50.0
15.005,0.4195,0.4289,0.0094,0.008,50.0
15.055,0.4205,0.4289,0.0084,0.008,50.0
15.105,0.4205,0.4289,0.0084,0.006,50.0
15.155,0.4211,0.4289,0.0078,0.008,50.0
15.205,0.4211,0.4289,0.0078,0.006,50.0
15.255,0.4214,0.4289,0.0075,0.006,50.0
15.305,0.422,0.4289,0.0069,0.006,50.0
15.355,0.4221,0.4289,0.0068,0.006,50.0
15.405,0.4222,0.4289,0.0067,0.002,50.0
15.455,0.4224,0.4289,0.0065,0.004,50.0
15.505,0.4224,0.4289,0.0065,0.002,50.0
