time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.352,0.8415,0.2101,-0.6314,0.0,50.0
0.401,0.8415,0.2101,-0.6314,0.0,50.0
0.451,0.8402,0.2101,-0.6301,0.0,50.0
0.501,0.8402,0.2101,-0.6301,0.0,50.0
0.551,0.8401,0.2101,-0.63,0.0,50.0
0.601,0.8402,0.2101,-0.6301,0.0,50.0
0.651,0.8402,0.2101,-0.6301,0.0,50.0
0.701,0.8402,0.2101,-0.6301,0.0,50.0
0.751,0.8402,0.2101,-0.6301,0.0,50.0
0.801,0.8403,0.2101,-0.6302,0.0,50.0
0.851,0.8403,0.2101,-0.6302,0.0,50.0
0.901,0.8406,0.2101,-0.6305,0.0,50.0
0.951,0.8406,0.2101,-0.6305,0.0,50.0
1.001,0.8406,0.2101,-0.6305,0.0,50.0
1.051,0.8405,0.2101,-0.6304,0.0,50.0
1.101,0.8405,0.2101,-0.6304,0.0,50.0
1.151,0.8405,0.2101,-0.6304,0.0,50.0
1.201,0.8406,0.2101,-0.6305,0.0,50.0
1.251,0.8406,0.2101,-0.6305,0.0,50.0
1.301,0.8406,0.2101,-0.6305,0.0,42.3021125793457
1.356,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.405,0.8408,0.2101,-0.6307,0.0,42.3021125793457
1.455,0.8408,0.2101,-0.6307,0.0,42.3021125793457
1.505,0.8408,0.2101,-0.6307,0.0,42.3021125793457
1.555,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.605,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.655,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.705,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.755,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.805,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.855,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.905,0.8407,0.2101,-0.6306,0.0,42.3021125793457
1.955,0.8406,0.2101,-0.6305,0.0,42.3021125793457
2.005,0.8406,0.2101,-0.6305,0.0,42.3021125793457
2.055,0.8406,0.2101,-0.6305,0.0,42.3021125793457
2.105,0.8405,0.2101,-0.6304,0.0,42.3021125793457
2.155,0.8402,0.2101,-0.6301,0.0,42.3021125793457
2.205,0.8402,0.2101,-0.6301,0.0,42.3021125793457
2.255,0.8402,0.2101,-0.6301,0.0,42.3021125793457
2.305,0.8398,0.2101,-0.6297,0.0,43.80211639404297
2.355,0.8398,0.2101,-0.6297,0.0,43.80211639404297
2.405,0.8397,0.2101,-0.6296,0.0,43.80211639404297
2.455,0.8394,0.2101,-0.6293,-0.002,43.80211639404297
2.505,0.8392,0.2101,-0.6291,-0.002,43.80211639404297
2.555,0.839,0.2101,-0.6289,-0.004,43.80211639404297
2.605,0.8387,0.2101,-0.6286,-0.004,43.80211639404297
2.655,0.8386,0.2101,-0.6285,-0.004,43.80211639404297
2.705,0.8381,0.2101,-0.628,-0.004,43.80211639404297
2.755,0.8379,0.2101,-0.6278,-0.004,43.80211639404297
2.805,0.8376,0.2101,-0.6275,-0.004,43.80211639404297
2.855,0.8375,0.2101,-0.6274,-0.004,43.80211639404297
2.905,0.8375,0.2101,-0.6274,-0.004,43.80211639404297
2.955,0.8371,0.2101,-0.627,-0.004,43.80211639404297
3.005,0.837,0.2101,-0.6269,-0.004,43.80211639404297
3.055,0.8365,0.2101,-0.6264,-0.004,43.80211639404297
3.105,0.8364,0.2101,-0.6263,-0.004,43.80211639404297
3.155,0.8362,0.2101,-0.6261,-0.004,43.80211639404297
3.205,0.8361,0.2101,-0.626,-0.002,43.80211639404297
3.255,0.8359,0.2101,-0.6258,-0.002,43.80211639404297
3.305,0.8358,0.2101,-0.6257,-0.002,45.3021125793457
3.355,0.8357,0.2101,-0.6256,-0.002,45.3021125793457
3.405,0.8356,0.2101,-0.6255,-0.002,45.3021125793457
3.455,0.8354,0.2101,-0.6253,-0.002,45.3021125793457
3.505,0.8354,0.2101,-0.6253,-0.002,45.3021125793457
3.555,0.8352,0.2101,-0.6251,-0.002,45.3021125793457
3.605,0.8348,0.2101,-0.6247,-0.002,45.3021125793457
3.655,0.8348,0.2101,-0.6247,-0.002,45.3021125793457
3.705,0.8344,0.2101,-0.6243,-0.002,45.3021125793457
3.755,0.8343,0.2101,-0.6242,-0.002,45.3021125793457
3.805,0.8337,0.2101,-0.6236,-0.004,45.3021125793457
3.855,0.8337,0.2101,-0.6236,-0.004,45.3021125793457
3.905,0.8333,0.2101,-0.6232,-0.004,45.3021125793457
3.955,0.8329,0.2101,-0.6228,-0.008,45.3021125793457
4.005,0.8329,0.2101,-0.6228,-0.008,45.3021125793457
4.055,0.8325,0.2101,-0.6224,-0.008,45.3021125793457
4.105,0.8323,0.2101,-0.6222,-0.008,45.3021125793457
4.155,0.8322,0.2101,-0.6221,-0.004,45.3021125793457
4.205,0.8318,0.2101,-0.6217,-0.008,45.3021125793457
4.255,0.8317,0.2101,-0.6216,-0.004,45.3021125793457
4.305,0.8316,0.2101,-0.6215,-0.004,46.80211639404297
4.355,0.8314,0.2101,-0.6213,-0.004,46.80211639404297
4.405,0.8314,0.2101,-0.6213,-0.002,46.80211639404297
4.455,0.8314,0.2101,-0.6213,-0.002,46.80211639404297
4.505,0.8314,0.2101,-0.6213,-0.002,46.80211639404297
4.555,0.8314,0.2101,-0.6213,-0.002,46.80211639404297
4.605,0.8314,0.2101,-0.6213,0.0,46.80211639404297
4.655,0.8314,0.2101,-0.6213,0.0,46.80211639404297
4.705,0.8314,0.2101,-0.6213,0.0,46.80211639404297
4.755,0.8314,0.2101,-0.6213,0.0,46.80211639404297
4.805,0.8314,0.2101,-0.6213,0.0,46.80211639404297
4.855,0.8314,0.2101,-0.6213,0.0,46.80211639404297
4.905,0.8314,0.2101,-0.6213,0.0,46.80211639404297
4.955,0.8314,0.2101,-0.6213,0.0,46.80211639404297
5.005,0.8314,0.2101,-0.6213,0.0,46.80211639404297
5.055,0.8314,0.2101,-0.6213,0.0,46.80211639404297
5.105,0.8314,0.2101,-0.6213,0.0,46.80211639404297
5.155,0.8314,0.2101,-0.6213,0.0,46.80211639404297
5.205,0.8313,0.2101,-0.6212,0.0,46.80211639404297
5.255,0.8313,0.2101,-0.6212,0.0,46.80211639404297
5.305,0.8313,0.2101,-0.6212,0.0,48.3021125793457
5.355,0.8312,0.2101,-0.6211,0.0,48.3021125793457
5.406,0.8311,0.2101,-0.621,0.0,48.3021125793457
5.455,0.8311,0.2101,-0.621,0.0,48.3021125793457
5.505,0.8311,0.2101,-0.621,0.0,48.3021125793457
5.555,0.8309,0.2101,-0.6208,0.0,48.3021125793457
5.605,0.8309,0.2101,-0.6208,0.0,48.3021125793457
5.655,0.8309,0.2101,-0.6208,0.0,48.3021125793457
5.705,0.8307,0.2101,-0.6206,0.0,48.3021125793457
5.755,0.8307,0.2101,-0.6206,0.0,48.3021125793457
5.805,0.8306,0.2101,-0.6205,0.0,48.3021125793457
5.855,0.8306,0.2101,-0.6205,0.0,48.3021125793457
5.905,0.8306,0.2101,-0.6205,0.0,48.3021125793457
5.955,0.8304,0.2101,-0.6203,0.0,48.3021125793457
6.005,0.8304,0.2101,-0.6203,0.0,48.3021125793457
