time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,4061,0,0.8415,1095.52,22.80,1,11.54
401,4060,0,0.8402,1095.40,22.86,1,11.54
451,4060,0,0.8401,1095.39,22.90,1,11.54
501,4060,0,0.8401,1095.39,22.92,1,11.54
551,4062,0,0.8401,1095.39,22.94,1,11.54
601,4060,0,0.8406,1095.43,22.95,1,11.54
651,4060,0,0.8403,1095.41,22.95,1,11.54
701,4060,0,0.8401,1095.39,22.96,1,11.51
751,4060,0,0.8408,1095.45,22.96,1,11.54
801,4059,0,0.8408,1095.45,22.97,1,11.54
851,4060,0,0.8406,1095.43,22.98,1,11.54
901,4061,0,0.8409,1095.46,22.98,1,11.54
951,4060,0,0.8412,1095.49,22.98,1,11.54
1001,4059,0,0.8402,1095.40,22.98,1,11.54
1051,4059,0,0.8405,1095.42,22.98,1,11.54
1101,4060,0,0.8409,1095.46,22.98,1,11.54
1151,4059,0,0.8398,1095.36,22.99,1,11.54
1201,4059,0,0.8409,1095.46,22.99,1,11.54
1251,4060,0,0.8407,1095.44,22.99,1,11.54
1301,4059,0,0.8401,1095.39,22.99,1,11.51
1356,4059,-255,0.8409,1095.46,22.98,1,11.50
1405,4012,-255,0.8408,1095.45,22.99,1,11.51
1455,3962,-255,0.8406,1095.43,22.99,1,11.51
1505,3914,-255,0.8408,1095.45,22.99,1,11.51
1555,3854,-255,0.8405,1095.42,22.99,1,11.51
1605,3801,-255,0.8407,1095.44,22.99,1,11.51
1655,3743,-255,0.8406,1095.43,22.99,1,11.51
1705,3691,-255,0.8408,1095.45,22.99,1,11.51
1755,3643,-255,0.8408,1095.45,22.99,1,11.51
1805,3594,-255,0.8402,1095.40,22.99,1,11.51
1855,3544,-255,0.8398,1095.36,22.99,1,11.51
1905,3500,-255,0.8402,1095.40,22.99,1,11.51
1955,3451,-255,0.8397,1095.35,22.99,1,11.51
2005,3404,-255,0.8402,1095.40,22.99,1,11.51
2055,3358,-255,0.8398,1095.36,22.99,1,11.51
2105,3356,-255,0.8394,1095.32,22.99,1,11.51
2155,3272,-255,0.8390,1095.28,22.99,1,11.51
2205,3227,-255,0.8392,1095.30,22.99,1,11.51
2255,3184,-255,0.8387,1095.25,22.99,1,11.51
2305,3145,-255,0.8386,1095.24,22.99,1,11.51
2355,3105,-255,0.8381,1095.19,22.99,1,11.51
2405,3063,-255,0.8379,1095.17,22.99,1,11.51
2455,3021,-255,0.8376,1095.14,22.99,1,11.51
2505,2984,-255,0.8375,1095.13,23.00,1,11.51
2555,2941,-255,0.8375,1095.13,23.00,1,11.51
2605,2903,-255,0.8370,1095.08,23.00,1,11.51
2655,2861,-255,0.8371,1095.09,23.00,1,11.51
2705,2825,-255,0.8365,1095.03,22.99,1,11.51
2755,2785,-255,0.8358,1094.96,23.00,1,11.51
2805,2746,-255,0.8362,1095.00,23.00,1,11.51
2855,2701,-255,0.8359,1094.97,22.99,1,11.51
2905,2665,-255,0.8357,1094.95,23.00,1,11.50
2955,2620,-255,0.8364,1095.02,23.00,1,11.51
3005,2583,-255,0.8356,1094.94,23.00,1,11.51
3055,2540,-255,0.8354,1094.92,22.99,1,11.51
