time_s,depth_m,depth_setpoint_m,depth_error_m,velocity_mps,actuator_setpoint_mm
0.352,0.1021,0.6527,0.5506,0.0,50.0
0.401,0.1025,0.6527,0.5502,0.0082,50.0
0.451,0.1021,0.6527,0.5506,0.0,50.0
0.501,0.1021,0.6527,0.5506,0.0,50.0
0.551,0.102,0.6527,0.5507,0.0,50.0
0.601,0.1021,0.6527,0.5506,0.0,50.0
0.651,0.1021,0.6527,0.5506,0.0,50.0
0.701,0.1021,0.6527,0.5506,0.0,50.0
0.751,0.1021,0.6527,0.5506,0.0,50.0
0.801,0.1021,0.6527,0.5506,0.0,50.0
0.851,0.1021,0.6527,0.5506,0.0,50.0
0.901,0.1021,0.6527,0.5506,0.0,50.0
0.951,0.1021,0.6527,0.5506,0.0,50.0
1.001,0.1021,0.6527,0.5506,0.0,50.0
1.051,0.1021,0.6527,0.5506,0.0,50.0
1.101,0.1021,0.6527,0.5506,0.0,50.0
1.151,0.102,0.6527,0.5507,0.0,50.0
1.201,0.1021,0.6527,0.5506,0.0,50.0
1.251,0.1021,0.6527,0.5506,0.0,50.0
1.301,0.1021,0.6527,0.5506,0.0,94.87731170654295
1.351,0.102,0.6527,0.5507,0.0,94.87731170654295
1.406,0.102,0.6527,0.5507,0.0,94.87731170654295
1.455,0.102,0.6527,0.5507,0.0,94.87731170654295
1.505,0.102,0.6527,0.5507,0.0,94.87731170654295
1.555,0.102,0.6527,0.5507,0.0,94.87731170654295
1.605,0.102,0.6527,0.5507,0.0,94.87731170654295
1.655,0.102,0.6527,0.5507,0.0,94.87731170654295
1.705,0.102,0.6527,0.5507,0.0,94.87731170654295
1.755,0.102,0.6527,0.5507,0.0,94.87731170654295
1.805,0.102,0.6527,0.5507,0.0,94.87731170654295
1.855,0.1019,0.6527,0.5508,0.0,94.87731170654295
1.905,0.1019,0.6527,0.5508,0.0,94.87731170654295
1.955,0.1019,0.6527,0.5508,0.0,94.87731170654295
2.005,0.1019,0.6527,0.5508,0.0,94.87731170654295
2.055,0.1019,0.6527,0.5508,0.0,94.87731170654295
2.105,0.1018,0.6527,0.5509,0.0,94.87731170654295
2.155,0.1018,0.6527,0.5509,0.0,94.87731170654295
2.205,0.1018,0.6527,0.5509,0.0,94.87731170654295
2.255,0.1017,0.6527,0.551,0.0,94.87731170654295
2.305,0.1016,0.6527,0.5511,0.0,95.93570709228516
2.355,0.1014,0.6527,0.5513,0.0,95.93570709228516
2.405,0.1013,0.6527,0.5514,-0.002,95.93570709228516
2.455,0.1012,0.6527,0.5515,-0.002,95.93570709228516
2.505,0.101,0.6527,0.5517,-0.002,95.93570709228516
2.555,0.1007,0.6527,0.552,-0.002,95.93570709228516
2.605,0.1004,0.6527,0.5523,-0.002,95.93570709228516
2.655,0.1004,0.6527,0.5523,-0.002,95.93570709228516
2.705,0.1003,0.6527,0.5524,-0.002,95.93570709228516
2.755,0.0999,0.6527,0.5528,-0.004,95.93570709228516
2.805,0.0997,0.6527,0.553,-0.004,95.93570709228516
2.855,0.0995,0.6527,0.5532,-0.004,95.93570709228516
2.905,0.099,0.6527,0.5537,-0.004,95.93570709228516
2.955,0.0988,0.6527,0.5539,-0.004,95.93570709228516
3.005,0.0985,0.6527,0.5542,-0.004,95.93570709228516
3.055,0.0984,0.6527,0.5543,-0.004,95.93570709228516
3.105,0.0984,0.6527,0.5543,-0.004,95.93570709228516
3.155,0.0984,0.6527,0.5543,-0.004,95.93570709228516
3.205,0.0984,0.6527,0.5543,-0.004,95.93570709228516
3.255,0.0984,0.6527,0.5543,-0.002,95.93570709228516
3.305,0.0984,0.6527,0.5543,0.0,94.43570709228516
3.355,0.0984,0.6527,0.5543,0.0,94.43570709228516
3.405,0.0984,0.6527,0.5543,0.0,94.43570709228516
3.455,0.0989,0.6527,0.5538,0.0,94.43570709228516
3.505,0.0994,0.6527,0.5533,0.0,94.43570709228516
3.555,0.1002,0.6527,0.5525,0.0,94.43570709228516
3.605,0.1015,0.6527,0.5512,0.0,94.43570709228516
3.655,0.1025,0.6527,0.5502,0.01,94.43570709228516
3.705,0.1043,0.6527,0.5484,0.01,94.43570709228516
3.755,0.1061,0.6527,0.5466,0.016,94.43570709228516
3.805,0.1082,0.6527,0.5445,0.02,94.43570709228516
3.855,0.1103,0.6527,0.5424,0.026,94.43570709228516
3.905,0.1132,0.6527,0.5395,0.036,94.43570709228516
3.955,0.1158,0.6527,0.5369,0.036,94.43570709228516
4.005,0.1191,0.6527,0.5336,0.042,94.43570709228516
4.055,0.1236,0.6527,0.5291,0.042,94.43570709228516
4.105,0.128,0.6527,0.5247,0.052,94.43570709228516
4.155,0.1325,0.6527,0.5202,0.058,94.43570709228516
4.205,0.1377,0.6527,0.515,0.066,94.43570709228516
4.255,0.1433,0.6527,0.5094,0.088,94.43570709228516
4.305,0.1495,0.6527,0.5032,0.09,92.93571472167967
4.355,0.1558,0.6527,0.4969,0.09,92.93571472167967
4.405,0.1631,0.6527,0.4896,0.104,92.93571472167967
4.455,0.1698,0.6527,0.4829,0.112,92.93571472167967
4.505,0.1778,0.6527,0.4749,0.124,92.93571472167967
4.555,0.1855,0.6527,0.4672,0.126,92.93571472167967
4.605,0.1934,0.6527,0.4593,0.134,92.93571472167967
4.655,0.2016,0.6527,0.4511,0.146,92.93571472167967
4.705,0.2104,0.6527,0.4423,0.154,92.93571472167967
4.755,0.2188,0.6527,0.4339,0.158,92.93571472167967
4.805,0.2272,0.6527,0.4255,0.16,92.93571472167967
4.855,0.2365,0.6527,0.4162,0.164,92.93571472167967
4.905,0.2456,0.6527,0.4071,0.168,92.93571472167967
4.955,0.255,0.6527,0.3977,0.168,92.93571472167967
5.005,0.2644,0.6527,0.3883,0.176,92.93571472167967
5.055,0.2744,0.6527,0.3783,0.182,92.93571472167967
5.105,0.2846,0.6527,0.3681,0.186,92.93571472167967
5.155,0.2949,0.6527,0.3578,0.188,92.93571472167967
5.205,0.3043,0.6527,0.3484,0.188,92.93571472167967
5.255,0.3148,0.6527,0.3379,0.188,92.93571472167967
5.305,0.3252,0.6527,0.3275,0.2,91.43571472167967
5.355,0.335,0.6527,0.3177,0.2,91.43571472167967
5.405,0.3457,0.6527,0.307,0.204,91.43571472167967
5.455,0.3561,0.6527,0.2966,0.206,91.43571472167967
5.505,0.3658,0.6527,0.2869,0.206,91.43571472167967
5.555,0.3757,0.6527,0.277,0.206,91.43571472167967
5.605,0.3862,0.6527,0.2665,0.208,91.43571472167967
5.655,0.3959,0.6527,0.2568,0.208,91.43571472167967
5.705,0.4068,0.6527,0.2459,0.208,91.43571472167967
5.755,0.4166,0.6527,0.2361,0.198,91.43571472167967
5.805,0.4258,0.6527,0.2269,0.198,91.43571472167967
5.855,0.4356,0.6527,0.2171,0.196,91.43571472167967
5.905,0.4458,0.6527,0.2069,0.196,91.43571472167967
5.955,0.4553,0.6527,0.1974,0.196,91.43571472167967
6.005,0.465,0.6527,0.1877,0.196,91.43571472167967
6.055,0.4746,0.6527,0.1781,0.194,91.43571472167967
6.105,0.484,0.6527,0.1687,0.194,91.43571472167967
6.155,0.4931,0.6527,0.1596,0.192,91.43571472167967
6.205,0.5014,0.6527,0.1513,0.19,91.43571472167967
6.255,0.5104,0.6527,0.1423,0.19,91.43571472167967
6.305,0.5193,0.6527,0.1334,0.188,89.93571472167969
6.355,0.5292,0.6527,0.1235,0.188,89.93571472167969
6.405,0.5376,0.6527,0.1151,0.182,89.93571472167969
6.455,0.5467,0.6527,0.106,0.182,89.93571472167969
6.505,0.5551,0.6527,0.0976,0.18,89.93571472167969
6.555,0.5636,0.6527,0.0891,0.178,89.93571472167969
6.605,0.5725,0.6527,0.0802,0.178,89.93571472167969
6.655,0.5807,0.6527,0.072,0.178,89.93571472167969
6.705,0.5895,0.6527,0.0632,0.176,89.93571472167969
6.755,0.5982,0.6527,0.0545,0.174,89.93571472167969
6.805,0.6072,0.6527,0.0455,0.174,89.93571472167969
6.855,0.6159,0.6527,0.0368,0.174,89.93571472167969
6.905,0.6247,0.6527,0.028,0.174,89.93571472167969
6.955,0.6337,0.6527,0.019,0.176,89.93571472167969
7.005,0.6424,0.6527,0.0103,0.176,89.93571472167969
7.055,0.652,0.6527,0.0007,0.176,89.93571472167969
7.105,0.6605,0.6527,-0.0078,0.176,89.93571472167969
7.155,0.6699,0.6527,-0.0172,0.176,89.93571472167969
7.205,0.6791,0.6527,-0.0264,0.18,89.93571472167969
7.255,0.6873,0.6527,-0.0346,0.176,89.93571472167969
7.305,0.697,0.6527,-0.0443,0.18,88.43571472167969
7.355,0.7066,0.6527,-0.0539,0.184,88.43571472167969
7.405,0.7156,0.6527,-0.0629,0.184,88.43571472167969
7.455,0.7249,0.6527,-0.0722,0.186,88.43571472167969
7.505,0.7346,0.6527,-0.0819,0.186,88.43571472167969
7.555,0.743,0.6527,-0.0903,0.186,88.43571472167969
7.605,0.7522,0.6527,-0.0995,0.184,88.43571472167969
7.655,0.7614,0.6527,-0.1087,0.184,88.43571472167969
7.705,0.7706,0.6527,-0.1179,0.184,88.43571472167969
7.755,0.7829,0.6527,-0.1302,0.184,88.43571472167969
7.805,0.7973,0.6527,-0.1446,0.184,88.43571472167969
7.855,0.8106,0.6527,-0.1579,0.186,88.43571472167969
7.905,0.8233,0.6527,-0.1706,0.194,88.43571472167969
7.955,0.8358,0.6527,-0.1831,0.246,88.43571472167969
8.005,0.8411,0.6527,-0.1884,0.246,88.43571472167969
8.055,0.8432,0.6527,-0.1905,0.246,88.43571472167969
8.105,0.8451,0.6527,-0.1924,0.246,88.43571472167969
8.155,0.8451,0.6527,-0.1924,0.246,88.43571472167969
8.205,0.8451,0.6527,-0.1924,0.106,88.43571472167969
8.255,0.8451,0.6527,-0.1924,0.042,88.43571472167969
8.305,0.8451,0.6527,-0.1924,0.038,86.93571472167969
8.355,0.8451,0.6527,-0.1924,0.0,86.93571472167969
8.405,0.8449,0.6527,-0.1922,0.0,86.93571472167969
8.455,0.8434,0.6527,-0.1907,0.0,86.93571472167969
8.505,0.8432,0.6527,-0.1905,0.0,86.93571472167969
8.555,0.8411,0.6527,-0.1884,0.0,86.93571472167969
8.605,0.8406,0.6527,-0.1879,-0.004,86.93571472167969
8.655,0.8384,0.6527,-0.1857,-0.004,86.93571472167969
8.705,0.8351,0.6527,-0.1824,-0.01,86.93571472167969
8.755,0.8325,0.6527,-0.1798,-0.03,86.93571472167969
8.805,0.8315,0.6527,-0.1788,-0.03,86.93571472167969
8.855,0.8313,0.6527,-0.1786,-0.03,86.93571472167969
8.905,0.831,0.6527,-0.1783,-0.02,86.93571472167969
8.955,0.831,0.6527,-0.1783,-0.02,86.93571472167969
9.005,0.831,0.6527,-0.1783,-0.01,86.93571472167969
9.055,0.831,0.6527,-0.1783,-0.006,86.93571472167969
9.105,0.831,0.6527,-0.1783,-0.004,86.93571472167969
9.155,0.831,0.6527,-0.1783,0.0,86.93571472167969
9.205,0.831,0.6527,-0.1783,0.0,86.93571472167969
9.255,0.831,0.6527,-0.1783,0.0,86.93571472167969
9.305,0.8316,0.6527,-0.1789,0.0,85.43571472167969
9.355,0.8321,0.6527,-0.1794,0.0,85.43571472167969
9.405,0.8333,0.6527,-0.1806,0.0,85.43571472167969
9.455,0.8335,0.6527,-0.1808,0.0,85.43571472167969
9.505,0.8343,0.6527,-0.1816,0.004,85.43571472167969
9.555,0.8346,0.6527,-0.1819,0.006,85.43571472167969
9.605,0.835,0.6527,-0.1823,0.008,85.43571472167969
9.655,0.835,0.6527,-0.1823,0.008,85.43571472167969
9.705,0.8351,0.6527,-0.1824,0.008,85.43571472167969
9.755,0.8354,0.6527,-0.1827,0.006,85.43571472167969
9.805,0.8355,0.6527,-0.1828,0.006,85.43571472167969
9.855,0.8357,0.6527,-0.183,0.004,85.43571472167969
9.905,0.8358,0.6527,-0.1831,0.004,85.43571472167969
9.955,0.8359,0.6527,-0.1832,0.002,85.43571472167969
10.005,0.8359,0.6527,-0.1832,0.002,85.43571472167969
10.055,0.8362,0.6527,-0.1835,0.002,85.43571472167969
