time_s,actuator_mm,actuator_setpoint_mm,depth_filtered_m,depth_setpoint_m,motor_cmd
0.352,41.587,50.0,0.1021,0.6527,0.0
0.401,41.563,50.0,0.1025,0.6527,0.0
0.451,41.587,50.0,0.1021,0.6527,0.0
0.501,41.563,50.0,0.1021,0.6527,0.0
0.551,41.563,50.0,0.102,0.6527,0.0
0.601,41.612,50.0,0.1021,0.6527,0.0
0.651,41.563,50.0,0.1021,0.6527,0.0
0.701,41.612,50.0,0.1021,0.6527,0.0
0.751,41.612,50.0,0.1021,0.6527,0.0
0.801,41.612,50.0,0.1021,0.6527,0.0
0.851,41.612,50.0,0.1021,0.6527,0.0
0.901,41.612,50.0,0.1021,0.6527,0.0
0.951,41.612,50.0,0.1021,0.6527,0.0
1.001,41.587,50.0,0.1021,0.6527,0.0
1.051,41.612,50.0,0.1021,0.6527,0.0
1.101,41.587,50.0,0.1021,0.6527,0.0
1.151,41.587,50.0,0.102,0.6527,0.0
1.201,41.612,50.0,0.1021,0.6527,0.0
1.251,41.587,50.0,0.1021,0.6527,0.0
1.301,41.587,94.87731170654297,0.1021,0.6527,0.0
1.351,41.612,94.87731170654297,0.102,0.6527,0.0
1.406,41.563,94.87731170654297,0.102,0.6527,10.211764705882352
1.455,42.002,94.87731170654297,0.102,0.6527,10.211764705882352
1.505,42.491,94.87731170654297,0.102,0.6527,12.0
1.555,43.468,94.87731170654297,0.102,0.6527,12.0
1.605,44.42,94.87731170654297,0.102,0.6527,12.0
1.655,45.299,94.87731170654297,0.102,0.6527,12.0
1.705,46.349,94.87731170654297,0.102,0.6527,12.0
1.755,47.228,94.87731170654297,0.102,0.6527,12.0
1.805,48.23,94.87731170654297,0.102,0.6527,12.0
1.855,49.109,94.87731170654297,0.1019,0.6527,12.0
1.905,50.183,94.87731170654297,0.1019,0.6527,12.0
1.955,51.087,94.87731170654297,0.1019,0.6527,12.0
2.005,51.966,94.87731170654297,0.1019,0.6527,12.0
2.055,52.894,94.87731170654297,0.1019,0.6527,12.0
2.105,53.797,94.87731170654297,0.1018,0.6527,12.0
2.155,54.725,94.87731170654297,0.1018,0.6527,12.0
2.205,55.702,94.87731170654297,0.1018,0.6527,12.0
2.255,56.63,94.87731170654297,0.1017,0.6527,12.0
2.305,57.656,95.93570709228516,0.1016,0.6527,12.0
2.355,58.559,95.93570709228516,0.1014,0.6527,12.0
2.405,60.293,95.93570709228516,0.1013,0.6527,12.0
2.455,60.488,95.93570709228516,0.1012,0.6527,12.0
2.505,61.563,95.93570709228516,0.101,0.6527,12.0
2.555,62.418,95.93570709228516,0.1007,0.6527,12.0
2.605,63.492,95.93570709228516,0.1004,0.6527,12.0
2.655,64.396,95.93570709228516,0.1004,0.6527,12.0
2.705,65.47,95.93570709228516,0.1003,0.6527,12.0
2.755,66.447,95.93570709228516,0.0999,0.6527,12.0
2.805,67.448,95.93570709228516,0.0997,0.6527,12.0
2.855,68.376,95.93570709228516,0.0995,0.6527,12.0
2.905,72.43,95.93570709228516,0.099,0.6527,12.0
2.955,70.232,95.93570709228516,0.0988,0.6527,12.0
3.005,71.331,95.93570709228516,0.0985,0.6527,12.0
3.055,72.21,95.93570709228516,0.0984,0.6527,12.0
3.105,73.284,95.93570709228516,0.0984,0.6527,12.0
3.155,74.115,95.93570709228516,0.0984,0.6527,12.0
3.205,74.994,95.93570709228516,0.0984,0.6527,12.0
3.255,76.044,95.93570709228516,0.0984,0.6527,12.0
3.305,77.143,94.43570709228516,0.0984,0.6527,12.0
3.355,78.022,94.43570709228516,0.0984,0.6527,12.0
3.405,79.072,94.43570709228516,0.0984,0.6527,12.0
3.455,80.024,94.43570709228516,0.0989,0.6527,12.0
3.505,81.099,94.43570709228516,0.0994,0.6527,12.0
3.555,81.978,94.43570709228516,0.1002,0.6527,12.0
3.605,82.32,94.43570709228516,0.1015,0.6527,12.0
3.655,83.223,94.43570709228516,0.1025,0.6527,12.0
3.705,84.347,94.43570709228516,0.1043,0.6527,11.623529411764705
3.755,85.372,94.43570709228516,0.1061,0.6527,11.623529411764705
3.805,86.325,94.43570709228516,0.1082,0.6527,10.870588235294118
3.855,87.253,94.43570709228516,0.1103,0.6527,10.870588235294118
3.905,88.4,94.43570709228516,0.1132,0.6527,10.117647058823529
3.955,88.523,94.43570709228516,0.1158,0.6527,9.741176470588234
4.005,89.89,94.43570709228516,0.1191,0.6527,9.741176470588234
4.055,90.33,94.43570709228516,0.1236,0.6527,9.270588235294118
4.105,91.013,94.43570709228516,0.128,0.6527,9.270588235294118
4.155,91.502,94.43570709228516,0.1325,0.6527,8.611764705882353
4.205,92.039,94.43570709228516,0.1377,0.6527,8.611764705882353
4.255,92.357,94.43570709228516,0.1433,0.6527,8.141176470588235
4.305,92.723,92.93571472167969,0.1495,0.6527,8.141176470588235
4.355,93.162,92.93571472167969,0.1558,0.6527,7.858823529411764
4.405,93.333,92.93571472167969,0.1631,0.6527,7.858823529411764
4.455,93.724,92.93571472167969,0.1698,0.6527,-7.152941176470589
4.505,93.578,92.93571472167969,0.1778,0.6527,-7.2
4.555,93.431,92.93571472167969,0.1855,0.6527,-7.2
4.605,92.894,92.93571472167969,0.1934,0.6527,-7.294117647058823
4.655,92.088,92.93571472167969,0.2016,0.6527,-7.294117647058823
4.705,92.137,92.93571472167969,0.2104,0.6527,0.0
4.755,91.917,92.93571472167969,0.2188,0.6527,7.3882352941176475
4.805,92.088,92.93571472167969,0.2272,0.6527,7.3882352941176475
4.855,92.259,92.93571472167969,0.2365,0.6527,7.435294117647059
4.905,92.65,92.93571472167969,0.2456,0.6527,7.435294117647059
4.955,92.576,92.93571472167969,0.255,0.6527,7.294117647058823
5.005,92.796,92.93571472167969,0.2644,0.6527,7.152941176470589
5.055,92.821,92.93571472167969,0.2744,0.6527,7.152941176470589
5.105,92.967,92.93571472167969,0.2846,0.6527,7.105882352941176
5.155,93.236,92.93571472167969,0.2949,0.6527,7.105882352941176
5.205,93.236,92.93571472167969,0.3043,0.6527,0.0
5.255,93.358,92.93571472167969,0.3148,0.6527,-7.152941176470589
5.305,92.723,91.43571472167969,0.3252,0.6527,-7.152941176470589
5.355,92.796,91.43571472167969,0.335,0.6527,-7.2
5.405,92.747,91.43571472167969,0.3457,0.6527,-7.2
5.455,92.332,91.43571472167969,0.3561,0.6527,-7.576470588235294
5.505,91.624,91.43571472167969,0.3658,0.6527,-7.529411764705882
5.555,91.184,91.43571472167969,0.3757,0.6527,-7.529411764705882
5.605,91.087,91.43571472167969,0.3862,0.6527,-7.152941176470589
5.655,90.427,91.43571472167969,0.3959,0.6527,-7.152941176470589
5.705,90.085,91.43571472167969,0.4068,0.6527,7.2
5.755,90.085,91.43571472167969,0.4166,0.6527,7.435294117647059
