time_ms,actuator_raw,motor_cmd,depth_m,pressure_mbar,temp_c,depth_ok,battery_v
352,1703,0,0.1021,1023.01,22.70,1,11.41
401,1702,0,0.1025,1023.05,22.76,1,11.41
451,1703,0,0.1020,1023.00,22.80,1,11.41
501,1702,0,0.1019,1022.99,22.82,1,11.41
551,1702,0,0.1018,1022.98,22.84,1,11.41
601,1704,0,0.1022,1023.02,22.85,1,11.41
651,1702,0,0.1021,1023.01,22.86,1,11.41
701,1704,0,0.1021,1023.01,22.87,1,11.41
751,1704,0,0.1022,1023.02,22.87,1,11.41
801,1704,0,0.1021,1023.01,22.87,1,11.41
851,1704,0,0.1019,1022.99,22.88,1,11.41
901,1704,0,0.1017,1022.97,22.88,1,11.41
951,1704,0,0.1020,1023.00,22.88,1,11.41
1001,1703,0,0.1021,1023.01,22.88,1,11.41
1051,1704,0,0.1021,1023.01,22.88,1,11.41
1101,1703,0,0.1020,1023.00,22.88,1,11.41
1151,1703,0,0.1019,1022.99,22.89,1,11.40
1201,1704,0,0.1022,1023.02,22.88,1,11.41
1251,1703,0,0.1019,1022.99,22.88,1,11.41
1301,1703,0,0.1020,1023.00,22.89,1,11.41
1351,1704,0,0.1020,1023.00,22.89,1,11.41
1406,1702,217,0.1019,1022.99,22.88,1,11.40
1455,1720,217,0.1020,1023.00,22.88,1,11.40
1505,1740,255,0.1019,1022.99,22.89,1,11.40
1555,1780,255,0.1021,1023.01,22.89,1,11.40
1605,1819,255,0.1023,1023.03,22.89,1,11.41
1655,1855,255,0.1021,1023.01,22.89,1,11.40
1705,1898,255,0.1018,1022.98,22.89,1,11.40
1755,1934,255,0.1019,1022.99,22.89,1,11.40
1805,1975,255,0.1016,1022.96,22.89,1,11.40
1855,2011,255,0.1017,1022.97,22.89,1,11.40
1905,2055,255,0.1018,1022.98,22.89,1,11.40
1955,2092,255,0.1014,1022.94,22.89,1,11.40
2005,2128,255,0.1018,1022.98,22.89,1,11.40
2055,2166,255,0.1012,1022.92,22.89,1,11.40
2105,2203,255,0.1013,1022.93,22.89,1,11.40
2155,2241,255,0.1007,1022.88,22.89,1,11.41
2205,2281,255,0.1010,1022.90,22.89,1,11.40
2255,2319,255,0.1004,1022.85,22.89,1,11.40
2305,2361,255,0.1004,1022.85,22.89,1,11.40
2355,2398,255,0.1003,1022.84,22.89,1,11.40
2405,2469,255,0.0997,1022.78,22.89,1,11.41
2455,2477,255,0.0999,1022.80,22.89,1,11.40
2505,2521,255,0.0995,1022.76,22.90,1,11.40
2555,2556,255,0.0990,1022.71,22.89,1,11.40
2605,2600,255,0.0988,1022.69,22.90,1,11.40
2655,2637,255,0.0985,1022.66,22.90,1,11.40
2705,2681,255,0.0983,1022.64,22.89,1,11.40
2755,2721,255,0.0979,1022.60,22.89,1,11.40
2805,2762,255,0.0979,1022.60,22.90,1,11.40
2855,2800,255,0.0975,1022.56,22.89,1,11.40
2905,2966,255,0.0980,1022.61,22.89,1,11.40
2955,2876,255,0.0982,1022.63,22.89,1,11.40
3005,2921,255,0.0981,1022.62,22.89,1,11.40
3055,2957,255,0.0984,1022.65,22.89,1,11.40
3105,3001,255,0.0989,1022.70,22.89,1,11.40
3155,3035,255,0.0994,1022.75,22.89,1,11.40
3205,3071,255,0.1002,1022.83,22.89,1,11.40
3255,3114,255,0.1015,1022.95,22.89,1,11.40
3305,3159,255,0.1025,1023.05,22.89,1,11.40
3355,3195,255,0.1043,1023.23,22.89,1,11.40
3405,3238,255,0.1061,1023.40,22.89,1,11.40
3455,3277,255,0.1082,1023.61,22.89,1,11.40
3505,3321,255,0.1103,1023.82,22.89,1,11.40
3555,3357,255,0.1132,1024.10,22.89,1,11.40
3605,3371,255,0.1158,1024.36,22.89,1,11.37
3655,3408,255,0.1191,1024.68,22.89,1,11.40
3705,3454,247,0.1236,1025.12,22.89,1,11.40
3755,3496,247,0.1280,1025.55,22.89,1,11.40
3805,3535,231,0.1325,1025.99,22.89,1,11.40
3855,3573,231,0.1377,1026.50,22.89,1,11.40
3905,3620,215,0.1433,1027.05,22.89,1,11.40
3955,3625,207,0.1495,1027.66,22.89,1,11.41
4005,3681,207,0.1558,1028.28,22.89,1,11.40
4055,3699,197,0.1631,1028.99,22.89,1,11.41
4105,3727,197,0.1698,1029.65,22.89,1,11.40
4155,3747,183,0.1778,1030.44,22.89,1,11.40
4205,3769,183,0.1855,1031.19,22.89,1,11.41
4255,3782,173,0.1934,1031.97,22.89,1,11.41
4305,3797,173,0.2016,1032.77,22.89,1,11.40
4355,3815,167,0.2104,1033.63,22.89,1,11.41
4405,3822,167,0.2188,1034.46,22.89,1,11.40
4455,3838,-152,0.2272,1035.28,22.89,1,11.40
4505,3832,-153,0.2365,1036.19,22.89,1,11.41
4555,3826,-153,0.2456,1037.09,22.89,1,11.41
4605,3804,-155,0.2550,1038.01,22.88,1,11.41
4655,3771,-155,0.2644,1038.93,22.88,1,11.41
4705,3773,0,0.2744,1039.91,22.88,1,11.41
4755,3764,157,0.2846,1040.91,22.88,1,11.41
4805,3771,157,0.2949,1041.92,22.89,1,11.41
4855,3778,158,0.3043,1042.84,22.88,1,11.41
4905,3794,158,0.3148,1043.87,22.88,1,11.41
4955,3791,155,0.3252,1044.89,22.88,1,11.41
5005,3800,152,0.3350,1045.85,22.88,1,11.41
5055,3801,152,0.3457,1046.90,22.88,1,11.41
5105,3807,151,0.3561,1047.92,22.88,1,11.40
5155,3818,151,0.3658,1048.87,22.88,1,11.41
5205,3818,0,0.3757,1049.84,22.88,1,11.41
5255,3823,-152,0.3862,1050.87,22.88,1,11.41
5305,3797,-152,0.3959,1051.82,22.87,1,11.41
5355,3800,-153,0.4068,1052.89,22.87,1,11.41
5405,3798,-153,0.4166,1053.85,22.88,1,11.41
5455,3781,-161,0.4258,1054.76,22.87,1,11.41
5505,3752,-160,0.4356,1055.72,22.87,1,11.41
5555,3734,-160,0.4458,1056.72,22.87,1,11.40
5605,3730,-152,0.4553,1057.65,22.87,1,11.41
5655,3703,-152,0.4650,1058.60,22.87,1,11.40
5705,3689,153,0.4746,1059.54,22.87,1,11.40
5755,3689,158,0.4840,1060.46,22.87,1,11.40
5805,3693,158,0.4931,1061.36,22.87,1,11.41
5855,3704,161,0.5014,1062.17,22.87,1,11.41
5905,3703,161,0.5104,1063.05,22.87,1,11.41
5955,3724,158,0.5193,1063.93,22.87,1,11.41
6005,3734,158,0.5292,1064.90,22.87,1,11.41
6055,3741,154,0.5376,1065.72,22.87,1,11.41
6105,3739,154,0.5467,1066.61,22.86,1,11.40
6155,3753,151,0.5551,1067.44,22.86,1,11.41
6205,3770,151,0.5636,1068.27,22.86,1,11.40
6255,3765,151,0.5725,1069.14,22.86,1,11.41
6305,3779,-155,0.5807,1069.95,22.86,1,11.41
6355,3745,-155,0.5895,1070.81,22.86,1,11.41
6405,3761,-169,0.5982,1071.66,22.86,1,11.40
6455,3746,-169,0.6072,1072.55,22.86,1,11.41
6505,3741,-165,0.6159,1073.40,22.86,1,11.41
6555,3690,-165,0.6247,1074.26,22.86,1,11.40
6605,3678,-161,0.6337,1075.14,22.86,1,11.41
6655,3689,-161,0.6424,1076.00,22.86,1,11.41
6705,3663,151,0.6520,1076.94,22.86,1,11.40
6755,3655,-151,0.6605,1077.77,22.86,1,11.41
6805,3671,-151,0.6699,1078.69,22.86,1,11.41
6855,3645,155,0.6791,1079.60,22.86,1,11.41
6905,3645,155,0.6873,1080.40,22.86,1,11.40
6955,3657,157,0.6970,1081.35,22.86,1,11.41
7005,3658,157,0.7066,1082.29,22.85,1,11.41
7055,3678,157,0.7156,1083.18,22.85,1,11.41
7105,3692,155,0.7249,1084.09,22.86,1,11.41
7155,3697,155,0.7346,1085.04,22.86,1,11.41
7205,3712,-152,0.7430,1085.86,22.85,1,11.40
7255,3699,-153,0.7522,1086.77,22.85,1,11.41
7305,3703,-153,0.7614,1087.67,22.85,1,11.41
7355,3671,-153,0.7706,1088.57,22.85,1,11.40
7405,3675,-153,0.7829,1089.78,22.85,1,11.41
7455,3645,-160,0.7973,1091.19,22.85,1,11.41
7505,3634,-160,0.8106,1092.49,22.85,1,11.41
7555,3616,-160,0.8233,1093.74,22.85,1,11.41
7605,3621,-152,0.8358,1094.96,22.85,1,11.41
7655,3583,-152,0.8452,1095.89,22.84,1,11.41
7705,3593,0,0.8540,1096.75,22.85,1,11.41
7755,3586,158,0.8573,1097.07,22.84,1,11.41
7805,3592,158,0.8535,1096.70,22.85,1,11.41
7855,3600,157,0.8457,1095.93,22.85,1,11.41
7905,3605,157,0.8411,1095.48,22.84,1,11.41
7955,3637,154,0.8432,1095.69,22.85,1,11.41
8005,3628,154,0.8451,1095.88,22.84,1,11.41
8055,3658,-153,0.8463,1095.99,22.84,1,11.41
8105,3646,-153,0.8454,1095.91,22.84,1,11.41
8155,3629,-157,0.8449,1095.86,22.85,1,11.41
8205,3627,-157,0.8434,1095.71,22.84,1,11.41
8255,3609,-151,0.8406,1095.43,22.85,1,11.41
8305,3615,-151,0.8384,1095.22,22.84,1,11.41
8355,3592,152,0.8351,1094.90,22.85,1,11.40
8405,3591,152,0.8325,1094.64,22.85,1,11.41
8455,3595,-156,0.8315,1094.54,22.85,1,11.41
8505,3593,-156,0.8313,1094.52,22.84,1,11.41
8555,3588,-156,0.8306,1094.45,22.84,1,11.41
8605,3590,-156,0.8304,1094.43,22.85,1,11.41
8655,3553,-156,0.8292,1094.32,22.84,1,11.41
8705,3546,-156,0.8282,1094.22,22.84,1,11.41
8755,3540,151,0.8281,1094.21,22.84,1,11.41
8805,3529,151,0.8281,1094.21,22.84,1,11.40
8855,3545,154,0.8298,1094.38,22.84,1,11.41
8905,3554,154,0.8310,1094.49,22.84,1,11.40
8955,3574,153,0.8316,1094.55,22.84,1,11.41
9005,3572,151,0.8321,1094.60,22.84,1,11.41
9055,3592,151,0.8333,1094.72,22.84,1,11.41
9105,3603,-152,0.8335,1094.74,22.84,1,11.41
9155,3575,-152,0.8343,1094.82,22.84,1,11.41
9205,3594,-158,0.8350,1094.89,22.84,1,11.40
9255,3561,-153,0.8351,1094.90,22.84,1,11.41
9305,3568,-153,0.8346,1094.85,22.84,1,11.41
9355,3553,0,0.8355,1094.93,22.84,1,11.41
9405,3552,0,0.8350,1094.89,22.84,1,11.41
9455,3551,-161,0.8354,1094.92,22.84,1,11.41
9505,3539,-160,0.8357,1094.95,22.84,1,11.41
9555,3525,-160,0.8358,1094.96,22.84,1,11.40
9605,3513,-158,0.8359,1094.97,22.84,1,11.41
9655,3496,-158,0.8362,1095.00,22.84,1,11.41
9705,3493,-153,0.8359,1094.97,22.84,1,11.41
9755,3482,151,0.8365,1095.03,22.84,1,11.40
9805,3481,151,0.8366,1095.04,22.84,1,11.41
9855,3485,153,0.8363,1095.01,22.84,1,11.41
9905,3498,153,0.8368,1095.06,22.84,1,11.41
9955,3515,153,0.8367,1095.05,22.84,1,11.41
10005,3517,0,0.8362,1095.00,22.84,1,11.41
10055,3516,0,0.8370,1095.08,22.84,1,11.41
10105,3522,-154,0.8362,1095.00,22.84,1,11.41
10155,3538,-154,0.8362,1095.00,22.84,1,11.40
10205,3502,-155,0.8371,1095.09,22.84,1,11.41
10255,3511,-158,0.8363,1095.01,22.84,1,11.41
10305,3485,-158,0.8351,1094.90,22.84,1,11.41
10355,3452,-152,0.8361,1094.99,22.84,1,11.41
10405,3472,-152,0.8362,1095.00,22.84,1,11.41
10455,3430,-153,0.8354,1094.92,22.84,1,11.41
10505,3435,-153,0.8358,1094.96,22.84,1,11.41
10555,3422,151,0.8360,1094.98,22.84,1,11.41
10605,3414,151,0.8354,1094.92,22.84,1,11.41
10655,3435,153,0.8360,1094.98,22.84,1,11.41
10705,3435,153,0.8350,1094.89,22.84,1,11.41
10755,3450,0,0.8356,1094.94,22.84,1,11.41
10805,3449,0,0.8354,1094.92,22.84,1,11.41
10855,3447,-153,0.8356,1094.94,22.84,1,11.41
10905,3450,-153,0.8356,1094.94,22.84,1,11.41
10955,3437,-152,0.8356,1094.94,22.84,1,11.41
11005,3434,-153,0.8356,1094.94,22.84,1,11.40
11055,3412,-153,0.8356,1094.94,22.84,1,11.41
11105,3406,151,0.8357,1094.95,22.84,1,11.41
11155,3406,151,0.8359,1094.97,22.84,1,11.40
11205,3409,156,0.8361,1094.99,22.84,1,11.41
11255,3422,156,0.8357,1094.95,22.84,1,11.40
11305,3435,156,0.8359,1094.97,22.84,1,11.41
11355,3450,153,0.8363,1095.01,22.84,1,11.41
11405,3452,153,0.8354,1094.92,22.84,1,11.41
11455,3467,-165,0.8360,1094.98,22.84,1,11.41
11505,3463,-165,0.8370,1095.08,22.84,1,11.41
11555,3448,-165,0.8364,1095.02,22.84,1,11.41
11605,3437,-167,0.8364,1095.02,22.84,1,11.40
11655,3419,-167,0.8367,1095.05,22.84,1,11.41
11705,3404,-162,0.8356,1094.94,22.84,1,11.41
11755,3385,-158,0.8367,1095.05,22.84,1,11.41
11805,3385,-158,0.8367,1095.05,22.84,1,11.40
11855,3349,-152,0.8361,1094.99,22.84,1,11.41
11905,3380,-152,0.8363,1095.01,22.84,1,11.41
11955,3344,155,0.8367,1095.05,22.84,1,11.41
12005,3339,155,0.8358,1094.96,22.84,1,11.41
12056,3350,156,0.8360,1094.98,22.84,1,11.40
12105,3361,156,0.8366,1095.04,22.84,1,11.40
12155,3376,155,0.8354,1094.92,22.84,1,11.41
12205,3383,155,0.8359,1094.97,22.84,1,11.41
12255,3396,0,0.8362,1095.00,22.84,1,11.41
12305,3399,0,0.8354,1094.92,22.84,1,11.41
12355,3384,-154,0.8356,1094.94,22.84,1,11.41
12405,3397,-154,0.8359,1094.97,22.84,1,11.40
12455,3366,-164,0.8350,1094.89,22.84,1,11.41
12505,3378,-166,0.8356,1094.94,22.84,1,11.41
12555,3359,-166,0.8358,1094.96,22.84,1,11.41
12605,3331,-162,0.8352,1094.91,22.84,1,11.41
12655,3318,-162,0.8355,1094.93,22.84,1,11.41
12705,3323,-153,0.8356,1094.94,22.84,1,11.41
12755,3295,-151,0.8349,1094.88,22.84,1,11.41
12805,3315,-151,0.8349,1094.88,22.84,1,11.41
12855,3289,154,0.8354,1094.92,22.84,1,11.40
12905,3289,154,0.8352,1094.91,22.84,1,11.41
12955,3293,155,0.8354,1094.92,22.84,1,11.41
13005,3291,155,0.8355,1094.93,22.84,1,11.41
13055,3326,154,0.8348,1094.87,22.84,1,11.41
13105,3325,154,0.8352,1094.91,22.84,1,11.41
13155,3329,-152,0.8345,1094.84,22.84,1,11.40
13205,3337,-152,0.8346,1094.85,22.84,1,11.41
13255,3332,-153,0.8352,1094.91,22.84,1,11.41
13305,3325,-153,0.8346,1094.85,22.84,1,11.40
13355,3297,-153,0.8344,1094.83,22.84,1,11.41
13405,3323,-153,0.8345,1094.84,22.84,1,11.41
13455,3300,-159,0.8342,1094.81,22.84,1,11.40
13505,3259,-159,0.8342,1094.81,22.84,1,11.41
13555,3278,-159,0.8346,1094.85,22.84,1,11.41
13605,3243,-159,0.8341,1094.80,22.84,1,11.41
13655,3230,-155,0.8343,1094.82,22.84,1,11.41
13705,3249,-155,0.8342,1094.81,22.84,1,11.41
13755,3223,154,0.8343,1094.82,22.84,1,11.41
13805,3223,154,0.8342,1094.81,22.84,1,11.41
13855,3225,156,0.8347,1094.86,22.84,1,11.41
13905,3223,156,0.8343,1094.82,22.84,1,11.41
13955,3250,155,0.8345,1094.84,22.84,1,11.41
14005,3259,156,0.8343,1094.82,22.84,1,11.41
14057,3270,156,0.8340,1094.79,22.83,1,11.41
14106,3265,-151,0.8342,1094.81,22.84,1,11.41
14156,3282,-151,0.8341,1094.80,22.84,1,11.40
14206,3275,-152,0.8346,1094.85,22.84,1,11.41
14256,3265,-152,0.8347,1094.86,22.84,1,11.41
14306,3261,-154,0.8341,1094.80,22.84,1,11.40
